App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Hair saloon - Spa salon,FAMILY,4.2,38473,23,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,11-Apr-18,1.0.5,4.1 and up
CSHS BX,FAMILY,NaN,0,18,100+,Free,0,Everyone,Education,17-Apr-18,1.0.5.170418-cardspl,4.4 and up
Advanced EX for KIA,TOOLS,3.3,257,0.16,"5,000+",Paid,$4.99,Everyone,Tools,14-Mar-15,1.4,1.6 and up
AP ENPS Mobile,PRODUCTIVITY,4.1,22,0.545,"5,000+",Free,0,Everyone,Productivity,8-Mar-16,8.0.0130,4.4 and up
Ultimate Ab & Core Workouts,HEALTH_AND_FITNESS,4.7,55571,12,"1,000,000+",Free,0,Everyone,Health & Fitness,21-Feb-18,1.23,4.0 and up
"Ultimate Public Campgrounds (Over 37,100 in US&CA)",TRAVEL_AND_LOCAL,4.7,213,6.1,"5,000+",Paid,$3.99,Everyone,Travel & Local,5-Aug-18,1.8.8.0,4.4 and up
Clue,GAME,4.6,19922,35,"100,000+",Paid,$1.99,Everyone 10+,Board,30-Jul-18,2.2.5,5.0 and up
BN Whitening Shoppe Ph,BEAUTY,4,2,13,100+,Free,0,Everyone,Beauty,6-Mar-18,1.0.8,4.0.3 and up
"Savory - Deals,Freebies,Sales",SHOPPING,4.4,2375,1.1,"100,000+",Free,0,Everyone,Shopping,2-Nov-16,3.1,2.3.3 and up
Underdog FC,SPORTS,4.6,216,40,"10,000+",Free,0,Everyone,Sports,2-Aug-18,23.17,4.1 and up
BT Share It,BUSINESS,4.7,12,13,500+,Free,0,Everyone,Business,16-May-18,3.4.2,4.4 and up
Cafe.ba,NEWS_AND_MAGAZINES,4,677,4.4,"10,000+",Free,0,Everyone,News & Magazines,7-Jun-17,5.5.2,4.0 and up
Z Origins - (Z The Game),FAMILY,4.6,4421,37,"50,000+",Paid,$2.99,Teen,Strategy,5-Nov-14,1.77,2.2 and up
Bad Piggies HD,FAMILY,4.4,764967,69,"10,000,000+",Free,0,Everyone,Puzzle,5-Jul-18,2.3.4,4.1 and up
Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33,"100,000+",Free,0,Teen,Casino,27-Jul-18,1.15.0,4.0.3 and up
Microsoft Translator,PRODUCTIVITY,4.6,209696,49,"5,000,000+",Free,0,Everyone,Productivity,18-Jun-18,3.2.258b ae1da5165,4.3 and up
Coloring book moana,FAMILY,3.9,974,14,"500,000+",Free,0,Everyone,Art & Design;Pretend Play,15-Jan-18,2.0.0,4.0.3 and up
Barbie Magical Fashion,FAMILY,4,328619,15,"10,000,000+",Free,0,Everyone,Casual;Creativity,6-Oct-17,2.2,4.1 and up
SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19,"5,000,000+",Free,0,Everyone,Action,18-Jul-13,3.4.0,2.1 and up
Football Live Scores,SPORTS,4.5,107724,6.5,"5,000,000+",Free,0,Everyone,Sports,31-Jul-18,1004,4.0 and up
Teladoc Member,MEDICAL,4,2094,23,"500,000+",Free,0,Everyone,Medical,26-Jul-18,3.19,4.3 and up
CK Multimedia - Gaming Accessories,SHOPPING,4.7,10,2,500+,Free,0,Everyone,Shopping,3-Feb-17,1.5,3.0 and up
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14,"100,000+",Free,0,Mature 17+,Dating,17-Jul-18,3.1.3,4.1 and up
CQ-Mobile,COMMUNICATION,NaN,10,8.1,"1,000+",Free,0,Everyone,Communication,28-Nov-16,5.5.0,4.0 and up
Sight Words Pre-K to Grade-3,FAMILY,4.4,1185,40,"100,000+",Free,0,Everyone,Educational;Education,17-Jun-18,1.5.1,4.1 and up
Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49,"1,000,000+",Free,0,Mature 17+,Action,22-Jun-18,1.1,4.4 and up
Johor DT Lock Screen,PERSONALIZATION,NaN,13,3.9,"1,000+",Free,0,Everyone,Personalization,17-Jan-18,1.1,4.0.3 and up
Moto File Manager,TOOLS,4.1,38679,5.9,"10,000,000+",Free,0,Everyone,Tools,1-Feb-18,v3.7.93,5.0 and up
OnePlus Icon Pack,PERSONALIZATION,4.8,440,0.92,"500,000+",Free,0,Everyone,Personalization,23-May-18,1.9.2.180419172639.dbf3246,5.0 and up
Cambridge English FC,FAMILY,4.4,761,11,"50,000+",Free,0,Everyone,Education,6-Oct-16,2.1.0,4.0 and up
CV Maker for Job Applications:Photo Resume Builder,TOOLS,4,114,25,"10,000+",Free,0,Everyone,Tools,9-Jun-18,1.5,4.0 and up
City light CM Locker Theme,PERSONALIZATION,4.4,6271,5.7,"500,000+",Free,0,Everyone,Personalization,24-Feb-16,1.0.0,4.0 and up
Friend Find: free chat + flirt dating app,DATING,NaN,23,11,100+,Free,0,Mature 17+,Dating,31-Jul-18,1,4.4 and up
W-History Standalone,SOCIAL,3.2,38,1.5,"1,000+",Paid,$0.99,Everyone,Social,9-Mar-18,1.935,7.0 and up
"ARuler - AR Ruler app, Measure tools",TOOLS,4.3,1602,5,"100,000+",Free,0,Everyone,Tools,3-Aug-18,1.1.7,7.0 and up
BK Formula Calculator 2,TOOLS,NaN,4,12,100+,Free,0,Everyone,Tools,7-Aug-16,0.0.1,4.2 and up
IV Calc CP Calculator Toolkit,TOOLS,4.2,242,3.2,"10,000+",Free,0,Everyone,Tools,6-Oct-16,1.3,4.2 and up
Fill 'er Up,TRAVEL_AND_LOCAL,3.2,58,0.018,"5,000+",Free,0,Everyone,Travel & Local,27-Feb-17,1.1,1.6 and up
Skull Widget BW,PERSONALIZATION,4.5,4,1.7,10+,Free,0,Everyone,Personalization,28-Feb-18,1.1,4.4 and up
easyFocus,PHOTOGRAPHY,3.7,3396,0.266,"500,000+",Free,0,Everyone,Photography,28-Nov-12,1.2.0,2.2 and up
Background Eraser,PHOTOGRAPHY,4.5,267378,1.9,"10,000,000+",Free,0,Everyone,Photography,11-Jul-15,1.4.6,4.0 and up
Adult Dirty Emojis,DATING,2.8,80,5.5,"10,000+",Free,0,Teen,Dating,6-Nov-17,1,4.0.3 and up
NCAA Sports,SPORTS,3.9,4272,16,"500,000+",Free,0,Everyone,Sports,23-Apr-18,3.0.13,4.1 and up
Zaatar w Zeit,FOOD_AND_DRINK,4.4,205,33,"50,000+",Free,0,Everyone,Food & Drink,1-Jul-18,2.2.2,4.4 and up
FollowMyHealth®,MEDICAL,4.6,73118,37,"1,000,000+",Free,0,Everyone,Medical,10-May-18,3.3,4.4 and up
DV Youth,LIFESTYLE,5,5,15,100+,Free,0,Everyone,Lifestyle,25-Apr-16,1.2,4.0.3 and up
The Game of Life,GAME,4.4,18621,63,"100,000+",Paid,$2.99,Everyone,Board,4-Jul-18,2.1.2,4.4 and up
Status For WhatsApp DP - pro,PERSONALIZATION,4.4,49,12,"10,000+",Free,0,Teen,Personalization,31-May-18,1.7,4.1 and up
CINEMA.BH,FAMILY,3.9,11,16,"1,000+",Free,0,Everyone,Entertainment,30-Jan-18,1.2.2,4.2 and up
CG JOKES - Copy & Share,FAMILY,4.4,31,4.3,"1,000+",Free,0,Everyone,Entertainment,3-Jun-18,1.1,4.0 and up
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,5-Jun-18,2.0.1,4.0.3 and up
bz Baselland E-Paper,NEWS_AND_MAGAZINES,4.2,69,25,"5,000+",Free,0,Everyone,News & Magazines,24-Aug-17,5.1.4,4.4 and up
FunForMobile Ringtones & Chat,SOCIAL,4.4,68358,7.2,"5,000,000+",Free,0,Mature 17+,Social,7-May-16,3.22,4.1 and up
Nusenda CU– Mobile Banking,FINANCE,3.5,805,6.5,"50,000+",Free,0,Everyone,Finance,17-Jul-18,5.4.5,5.0 and up
Control Center iOS 11 - Phone X Control Panel,TOOLS,4.1,1925,8.3,"100,000+",Free,0,Everyone,Tools,15-Nov-17,3.1,4.4 and up
FD Calculator | Term Deposit | Fixed Deposit,FINANCE,4.8,12,2.7,"1,000+",Free,0,Everyone,Finance,13-Jun-18,2.1,5.0 and up
WSVN • South Florida's Source for Weather,WEATHER,NaN,7,28,"1,000+",Free,0,Everyone,Weather,21-Jun-18,4.6.1404,4.4 and up
Planet of Cubes Survival Craft,FAMILY,3.9,475944,35,"10,000,000+",Free,0,Everyone,Simulation,26-Jun-18,4.5.4,4.1 and up
NBC Sports,SPORTS,3.1,78442,25,"5,000,000+",Free,0,Everyone,Sports,22-Jun-18,5.12.4,4.1 and up
BP Journal - Blood Pressure Diary,MEDICAL,5,6,26,"1,000+",Free,0,Everyone,Medical,25-May-18,1.0.32,4.4 and up
BQ Wings,FOOD_AND_DRINK,NaN,1,13,50+,Free,0,Everyone,Food & Drink,17-Jul-18,2.7.0,4.1 and up
Qatar Airways,TRAVEL_AND_LOCAL,4.3,11182,62,"1,000,000+",Free,0,Everyone,Travel & Local,30-Jul-18,11.26,4.1 and up
Be Like Bill - Maker,FAMILY,4.3,18,1.7,"1,000+",Free,0,Everyone,Entertainment,27-Jan-16,1.2,3.2 and up
Transport DK,MAPS_AND_NAVIGATION,4.1,204,11,"10,000+",Free,0,Everyone,Maps & Navigation,29-May-17,2.28,4.0 and up
Fruit Block - Puzzle Legend,GAME,4.6,125647,33,"10,000,000+",Free,0,Everyone,Casual,23-Jul-18,60,4.1 and up
Antivirus & Mobile Security,TOOLS,4.6,351267,5,"10,000,000+",Free,0,Everyone,Tools,9-Feb-18,3.1.0,4.0 and up
Ap Video Downloader for fb New 2018,TOOLS,4.2,676,5.4,"100,000+",Free,0,Everyone,Tools,31-Jul-18,3.0.188,4.0.3 and up
EF Forms,BUSINESS,5,2,23,50+,Free,0,Everyone,Business,24-Jul-18,1.29,4.4 and up
Voice changer with effects,FAMILY,4.2,1260903,8.7,"50,000,000+",Free,0,Everyone,Entertainment,2-Aug-18,3.4.8,4.1 and up
EI!,PRODUCTIVITY,NaN,0,7.7,10+,Free,0,Everyone,Productivity,19-Jul-18,1.1.14,4.1 and up
The CJ Rubric,HEALTH_AND_FITNESS,5,5,43,100+,Free,0,Everyone,Health & Fitness,5-Dec-17,The CJ Rubric 7.12.0,4.1 and up
Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,4.7,1327,44,"10,000+",Free,0,Everyone,Education;Education,18-May-17,1.2.2,4.0.3 and up
Ba ba black sheep offline Video,PARENTING,4.2,20,17,"10,000+",Free,0,Everyone,Parenting,2-Jul-17,1.1,4.0.3 and up
My College Bookstore,SHOPPING,3.2,661,7.6,"100,000+",Free,0,Everyone,Shopping,19-Mar-18,3.0.2,4.1 and up
Aab e Hayat Full Novel,BOOKS_AND_REFERENCE,4.3,1476,41,"100,000+",Free,0,Everyone,Books & Reference,21-Feb-17,1,3.0 and up
My Android Device S/W & H/W,FAMILY,4.5,681,2.8,"50,000+",Free,0,Everyone,Education,20-Nov-15,1.1,2.3 and up
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25,"1,000,000+",Free,0,Everyone,Business,27-Jul-18,1.12.5,4.0 and up
Axe Champ Hit,GAME,NaN,1,15,100+,Free,0,Everyone,Arcade,25-May-18,0.1,4.1 and up
EF Financial Control Free,FINANCE,4.4,58,3.7,"10,000+",Free,0,Everyone,Finance,6-May-18,1.9.0,4.0.3 and up
Restart Navigator,AUTO_AND_VEHICLES,4,1403,0.201,"100,000+",Free,0,Everyone,Auto & Vehicles,26-Aug-14,1.0.1,2.2 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84311,41,"5,000,000+",Free,0,Everyone,Education,25-Jul-18,2.6.6,4.1 and up
Garena Free Fire,GAME,4.5,5476569,53,"100,000,000+",Free,0,Teen,Action,3-Aug-18,1.21.0,4.0.3 and up
DF Wall Plus – Droid Firewall,TOOLS,NaN,9,6.3,500+,Free,0,Everyone,Tools,20-Aug-17,1,4.0.3 and up
2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,3.5,100+,Paid,$1.49,Everyone,Communication,5-Mar-18,1.0.9,1.6 and up
FD VR Store -VR Games and Apps,FAMILY,4,105,7.5,"10,000+",Free,0,Everyone,Simulation,30-Nov-16,3.6.1,4.4 and up
Ao Oni2,GAME,4.1,21223,48,"1,000,000+",Free,0,Teen,Adventure,20-Apr-18,1.6.6,4.1 and up
Talking Ginger 2,ENTERTAINMENT,4.2,702975,49,"50,000,000+",Free,0,Everyone,Entertainment,5-Jul-18,2.6.6.11,4.1 and up
Kiosque CD,TRAVEL_AND_LOCAL,NaN,0,22,5+,Free,0,Everyone,Travel & Local,18-Jun-18,4.6.2201,4.3 and up
DB Manager,PRODUCTIVITY,NaN,3,0.108,"1,000+",Free,0,Everyone,Productivity,21-Jan-14,2.0.0,3.1 and up
Keller Williams Real Estate,LIFESTYLE,4.4,13213,22,"1,000,000+",Free,0,Everyone,Lifestyle,28-Mar-18,5.800.04,4.0.3 and up
V BTS Wallpaper,PERSONALIZATION,4.7,127,9.5,"5,000+",Free,0,Everyone,Personalization,4-May-18,8,3.0 and up
"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,4.3,6086,3.1,"1,000,000+",Free,0,Teen,Social,14-Jun-18,1.0.9,4.3 and up
BBW Dating & Plus Size Chat,DATING,4.4,12633,29,"1,000,000+",Free,0,Mature 17+,Dating,27-Jul-18,3.5.0.1,4.1 and up
VMate Lite - Funny Short Videos Social Network,SOCIAL,4.3,903,4.6,"1,000,000+",Free,0,Teen,Social,3-Aug-18,1.76,4.0.3 and up
Quiz&Learn Python,EDUCATION,4,304,2,"10,000+",Free,0,Everyone,Education,4-Jul-16,1.3.0,4.0 and up
VidStatus app - Status Videos & Status Downloader,SOCIAL,4.5,25562,31,"5,000,000+",Free,0,Teen,Social,2-Aug-18,2.6.10,4.1 and up
i miss you quotes and photos,DATING,NaN,0,5,100+,Free,0,Everyone,Dating,22-Jul-18,1.0.7,4.0 and up
IQ Test,PRODUCTIVITY,4.2,1623,1.8,"100,000+",Free,0,Everyone,Productivity,6-Mar-18,1.8,2.3 and up
Fr Lupupa Sermons,BUSINESS,4.8,19,21,100+,Free,0,Everyone,Business,12-Jun-18,1,4.4 and up
OpenRice,FOOD_AND_DRINK,3.6,14952,39,"1,000,000+",Free,0,Everyone,Food & Drink,8-Jun-18,5.8.5,4.1 and up
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,5.4,"1,000,000+",Free,0,Everyone,Education,7-Jun-18,1.8.1,4.1 and up
EH kontrollrakendus,TOOLS,3.4,43,2.3,"5,000+",Free,0,Everyone,Tools,10-Oct-17,3.1.8,4.1 and up
PLAYzone.cz,FAMILY,4.4,14,7.3,500+,Free,0,Everyone,Entertainment,7-Nov-17,2.1.3,4.1 and up
Doctor Kids,FAMILY,4.2,200450,25,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,26-Jul-18,1.39,4.1 and up
Radio FG Paris Underground,FAMILY,NaN,3,1.7,100+,Free,0,Teen,Entertainment,26-Jul-15,2,2.2 and up
Uber Eats: Local Food Delivery,FOOD_AND_DRINK,4.2,333208,34,"10,000,000+",Free,0,Everyone,Food & Drink,1-Aug-18,1.161.10002,5.0 and up
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68103,66,"1,000,000+",Free,0,Everyone,Food & Drink,20-Jun-18,5.0.0,4.4 and up
DN Blog,SOCIAL,5,20,4.2,10+,Free,0,Teen,Social,23-Jul-18,1,4.0 and up
Robbery Bob,GAME,4.5,617732,44,"10,000,000+",Free,0,Everyone 10+,Action,29-Jul-18,1.18.4,4.1 and up
auto fines,AUTO_AND_VEHICLES,4.6,31433,17,"1,000,000+",Free,0,Everyone,Auto & Vehicles,2-Aug-18,1.4,4.0.3 and up
DEER HUNTER RELOADED,GAME,4.3,314774,43,"5,000,000+",Free,0,Teen,Action,16-Sep-13,3.8.2,2.1 and up
Lake Michigan CU Mobile,FINANCE,4,732,5.5,"50,000+",Free,0,Everyone,Finance,2-Apr-18,3.0.21,4.0 and up
BMX Boy Bike Stunt Rider Game,GAME,3.8,299,25,"10,000+",Free,0,Everyone,Racing,10-Nov-17,1.1,4.1 and up
Ingress,GAME,4.3,391325,43,"10,000,000+",Free,0,Everyone,Adventure,20-Jun-18,1.131.2,4.0 and up
The Walking Dead: Road to Survival,GAME,4.2,522466,37,"10,000,000+",Free,0,Mature 17+,Role Playing,19-Jun-18,12.0.4.62276,4.0.3 and up
Best Car Wallpapers,AUTO_AND_VEHICLES,4.5,994,2.9,"100,000+",Free,0,Everyone,Auto & Vehicles,27-Mar-18,1.6,4.1 and up
AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25,"5,000+",Free,0,Everyone,Art & Design,4-Aug-18,1.1.1,4.1 and up
AU Results - AU COE Corner,FAMILY,4,664,2.1,"100,000+",Free,0,Everyone,Education,14-Dec-17,2.2.5,4.1 and up
T-Mobile SyncUP DRIVE,AUTO_AND_VEHICLES,4,1981,18,"100,000+",Free,0,Everyone,Auto & Vehicles,1-Aug-18,2.15.1.4,5.0 and up
I Am Rich,FAMILY,3.6,217,4.9,"10,000+",Paid,$389.99,Everyone,Entertainment,22-Jun-18,1.5,4.2 and up
Deck Advisor for CR,TOOLS,4.1,37975,23,"5,000,000+",Free,0,Everyone,Tools,2-Feb-17,1.4.0,4.1 and up
Iraq love chat,DATING,NaN,14,5,50+,Free,0,Teen,Dating,3-Aug-18,8.2,4.0.3 and up
J. Cole Albums (2007-2017),FAMILY,4.6,7,7.3,"1,000+",Free,0,Mature 17+,Entertainment,11-Apr-18,1.3,4.0.3 and up
ES Remote,FAMILY,3.3,707,15,"100,000+",Free,0,Everyone,Entertainment,20-Nov-14,2.1.1,2.3 and up
Live DV,PHOTOGRAPHY,2,16,17,"1,000+",Free,0,Everyone,Photography,9-May-18,1.0.6,4.4 and up
HauteLook,SHOPPING,4.1,7193,7.3,"500,000+",Free,0,Everyone,Shopping,13-Jul-18,5.0.2,4.4 and up
J Alvarej Moji,COMMUNICATION,NaN,2,13,10+,Paid,$1.99,Everyone,Communication,3-May-17,1,3.2 and up
dekoreko-dz,SHOPPING,NaN,16,4.6,500+,Free,0,Everyone,Shopping,3-Mar-18,1.0.0,4.0.3 and up
amm dz,FINANCE,NaN,0,14,1+,Paid,$5.99,Everyone,Finance,8-Jul-18,1,4.2 and up
Unclouded - Cloud Manager,PRODUCTIVITY,4.1,6850,11,"100,000+",Free,0,Everyone,Productivity,8-Aug-16,2.3.3-play,4.1 and up
Subway Surfers,GAME,4.5,27724094,76,"1,000,000,000+",Free,0,Everyone 10+,Arcade,12-Jul-18,1.90.0,4.1 and up
CP Dialer,SOCIAL,4.3,64,3.3,"50,000+",Free,0,Teen,Social,22-Mar-18,2.9.0,4.1 and up
Chick-fil-A,FOOD_AND_DRINK,4.3,28009,17,"5,000,000+",Free,0,Everyone,Food & Drink,3-Aug-18,6.0.1,5.0 and up
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,"100,000,000+",Free,0,Teen,Communication,18-Jul-18,11.4.0,4.0 and up
HD Themes Toyota Cruiser 60,PERSONALIZATION,NaN,0,15,100+,Free,0,Teen,Personalization,2-Oct-16,1,2.3.3 and up
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13,"1,000,000+",Free,0,Everyone,Communication,18-Apr-18,3.0.7,4.0 and up
ClassDojo,FAMILY,4.4,148536,59,"10,000,000+",Free,0,Everyone,Education;Education,3-Aug-18,4.21.1,4.1 and up
Frozen Free Fall,FAMILY,4.3,1574546,37,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,27-Jul-18,6.7.0,4.2 and up
Kristian Hla Bu,BOOKS_AND_REFERENCE,4.8,238,27,"10,000+",Free,0,Everyone,Books & Reference,25-May-18,1,4.0 and up
Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398,6.8,"100,000+",Free,0,Everyone,Personalization,29-Jun-18,6.6.28,4.0.3 and up
Resume ( CV Editor ),BUSINESS,4.5,416,6,"10,000+",Free,0,Everyone,Business,30-Jun-18,1.2,4.0 and up
DU Security,TOOLS,4.4,4847,3.2,"100,000+",Free,0,Everyone,Tools,29-Jun-16,3.0.0.2071,4.0 and up
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23,"1,000,000+",Free,0,Everyone 10+,News & Magazines,29-Jun-18,3.9.0,4.1 and up
Five Nights at Flappy's,GAME,4.7,4041,24,"10,000+",Free,0,Everyone,Arcade,27-Jun-17,1.5.14,2.3.3 and up
Ben 10: Alien Experience,FAMILY,4.2,82005,45,"10,000,000+",Free,0,Everyone 10+,Action;Action & Adventure,24-Oct-17,1.2.1,4.4 and up
Restaurantführer Südbaden,TRAVEL_AND_LOCAL,4.1,46,12,"1,000+",Free,0,Everyone,Travel & Local,11-Jan-17,2.0.0,4.0 and up
Patchcord.ca Inc. App Launcher,BUSINESS,NaN,0,3.7,10+,Free,0,Everyone,Business,23-Dec-16,1.21,4.0 and up
FD VR Video Player - (Stored),FAMILY,3.9,751,17,"100,000+",Free,0,Everyone,Entertainment,30-Nov-16,3.6.1,4.4 and up
A-B repeater,VIDEO_PLAYERS,4.4,32,0.239,"5,000+",Free,0,Everyone,Video Players & Editors,18-May-18,1.8,3.0 and up
"Homes.com 🏠 For Sale, Rent",HOUSE_AND_HOME,4,6000,18,"1,000,000+",Free,0,Everyone,House & Home,28-Jul-18,9.6.8,4.1 and up
BC Hospital Wait Times,MEDICAL,4.2,8,1.2,500+,Free,0,Everyone,Medical,19-Jan-16,1.2,4.1 and up
Nemours CareConnect,MEDICAL,4.4,65,37,"10,000+",Free,0,Everyone,Medical,5-Apr-18,10.4.1.000_00,4.0.3 and up
【Miku AR Camera】Mikuture,FAMILY,4.4,36268,41,"1,000,000+",Free,0,Teen,Entertainment,25-Apr-17,3.0.15,4.2 and up
Guns'n'Glory WW2 Premium,FAMILY,4.5,4656,20,"100,000+",Paid,$2.99,Everyone 10+,Strategy,8-Dec-17,1.4.11,4.0 and up
Comunidad De Fe Minitries,LIFESTYLE,5,19,11,500+,Free,0,Everyone,Lifestyle,1-Mar-18,1.1,4.1 and up
Shopping List S PRO,SHOPPING,4.8,14,2.7,100+,Paid,$2.49,Everyone,Shopping,16-May-18,2.1,4.1 and up
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35,"10,000,000+",Free,0,Everyone,Social,31-Jul-18,3.8.1,4.1 and up
Philips Hue,LIFESTYLE,3.1,10006,53,"1,000,000+",Free,0,Everyone,Lifestyle,26-Jul-18,3.2.0,5.0 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,"100,000+",Free,0,Everyone,Lifestyle,27-Sep-16,2,4.3 and up
FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46,3,"5,000+",Free,0,Everyone,Books & Reference,30-Apr-18,1.1,4.0 and up
San Andreas Crime Stories,GAME,4,162530,97,"10,000,000+",Free,0,Mature 17+,Racing,2-Jul-18,1.0.0.0,4.1 and up
Crossy Road,GAME,4.5,4230886,60,"100,000,000+",Free,0,Everyone,Action,1-Aug-18,3.1.0,5.0 and up
Meu Cartão BV,FINANCE,4.1,15057,5.7,"500,000+",Free,0,Everyone,Finance,3-Aug-18,2.4.0,5.0 and up
Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,4.4,7,9.8,"1,000+",Free,0,Everyone,Personalization,28-Aug-17,1,4.0 and up
CG 3D Model Viewer: view 3D models interactively,TOOLS,NaN,0,10,100+,Free,0,Everyone,Tools,26-Jul-18,1.0.4.91,4.4 and up
Kenmore Smart AC,LIFESTYLE,1.9,71,24,"5,000+",Free,0,Everyone,Lifestyle,8-May-17,1.0.11,4.4 and up
Wolfify - Be a Werewolf,FAMILY,3.8,6760,26,"500,000+",Free,0,Everyone,Entertainment,11-Jun-15,1.4.6,3.2 and up
Soccer Board Tactics,SPORTS,4.1,6231,8.9,"100,000+",Free,0,Everyone,Sports,9-Feb-18,10.36,4.2 and up
Cooking Fever,GAME,4.5,3197865,82,"100,000,000+",Free,0,Everyone,Arcade,12-Jul-18,2.8.0,4.0.3 and up
Nick,FAMILY,4.2,123322,25,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video,24-Jan-18,2.0.8,4.4 and up
Extreme Super Car Driving 3D,GAME,3.9,23104,48,"1,000,000+",Free,0,Everyone,Racing,5-Aug-15,2.2,2.3.3 and up
Play Tube,VIDEO_PLAYERS,4.3,15874,5.4,"1,000,000+",Free,0,Everyone,Video Players & Editors,5-Jul-18,1.2,4.1 and up
Cheating Tom 3 - Genius School,GAME,4.3,90415,84,"10,000,000+",Free,0,Everyone,Arcade,24-Jul-18,1.0.20,4.1 and up
Digoo·Cloud,TOOLS,4.1,543,26,"10,000+",Free,0,Everyone,Tools,5-Jun-18,1.2.1009.695,4.0.3 and up
ABCmouse.com,FAMILY,4.3,50887,91,"5,000,000+",Free,0,Everyone,Education;Education,3-Jul-18,7.2.0,4.4 and up
All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2.1,"1,000,000+",Free,0,Everyone,Books & Reference,29-Jul-18,1.15,4.0.3 and up
X-Plane to GPS,TOOLS,4.2,161,1.2,"5,000+",Paid,$0.99,Everyone,Tools,4-Mar-18,1.62,4.4 and up
Questland: Turn Based RPG,FAMILY,4.6,31134,48,"1,000,000+",Free,0,Everyone 10+,Role Playing,2-Aug-18,1.10.6,4.1 and up
Remote Control For All AC - Universal Remote,PRODUCTIVITY,2.4,166,6.1,"10,000+",Free,0,Everyone,Productivity,28-Jul-18,1.1,4.0.3 and up
f'east,LIFESTYLE,3.8,38,4.8,"5,000+",Free,0,Everyone,Lifestyle,17-Apr-18,2.6.3,4.0 and up
Real Football,SPORTS,4.1,585564,33,"10,000,000+",Free,0,Everyone,Sports,1-Jun-18,1.5.0,4.0.3 and up
FQ Magazine,LIFESTYLE,NaN,1,12,100+,Free,0,Everyone,Lifestyle,12-Dec-16,1,4.1 and up
BD Field Force,PRODUCTIVITY,4.2,41,15,"1,000+",Free,0,Everyone,Productivity,1-Aug-18,1.3.13,4.3 and up
Sudoku Master,GAME,4.4,58387,3.3,"1,000,000+",Free,0,Everyone,Word,13-Dec-13,1.1.2,2.1 and up
Your Freedom VPN Client,COMMUNICATION,4,74497,5.3,"5,000,000+",Free,0,Everyone,Communication,19-May-18,20180518-01,4.0 and up
5 Minute Clinical Consult 2019 - #1 for 25 years,MEDICAL,4.2,33,8,"10,000+",Free,0,Everyone,Medical,2-May-18,2.6.2,4.2 and up
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,714665,50,"10,000,000+",Free,0,Everyone,Video Players & Editors,24-Jul-18,4.13.3,4.3 and up
Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68,"5,000,000+",Free,0,Teen,Casino,1-Aug-18,2.1.7,4.0.3 and up
BN Pro ArialXL Legacy Text,LIBRARIES_AND_DEMO,4.1,142,0.442,"10,000+",Free,0,Everyone,Libraries & Demo,5-Feb-17,2.3.2,1.6 and up
WebCams,WEATHER,4.6,3963,23,"100,000+",Free,0,Everyone,Weather,17-Jul-18,5.2.11,4.2 and up
Planet O - Icon Pack,PERSONALIZATION,4.6,354,24,"10,000+",Paid,$0.99,Everyone,Personalization,13-Jun-18,1.6.1,4.1 and up
DB Pickles,BUSINESS,5,5,14,100+,Free,0,Everyone,Business,20-Mar-18,2.0.2,4.1 and up
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53,"100,000,000+",Free,0,Everyone,Photography,31-Jul-18,6.9.031,4.1 and up
